"No.","Time","Source","Destination","Protocol","Length","Info"
"50","4.697587","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=9501 Ack=6295 Win=131072 Len=1348 TSval=66574310 TSecr=2318535356 [TCP segment of a reassembled PDU]"
"51","4.697588","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=10849 Ack=6295 Win=131072 Len=1348 TSval=66574310 TSecr=2318535356 [TCP segment of a reassembled PDU]"
"52","4.697589","192.168.0.107","52.114.77.164","TLSv1.2","324","Application Data"
"53","4.713502","31.13.84.51","192.168.0.107","TLSv1.2","99","Application Data"
"54","4.713508","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6295 Ack=6805 Win=64256 Len=0 TSval=2318535382 TSecr=66574310"
"55","4.713623","192.168.0.107","31.13.84.51","TCP","66","50379  >  443 [ACK] Seq=1012 Ack=67 Win=2047 Len=0 TSval=66574326 TSecr=2221734769"
"56","4.715141","31.13.84.51","192.168.0.107","TCP","66","443  >  50591 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=3689109581 TSecr=66574241"
"57","4.717669","31.13.84.51","192.168.0.107","TLSv1.3","278","Server Hello, Change Cipher Spec, Application Data"
"58","4.717773","192.168.0.107","31.13.84.51","TCP","66","50591  >  443 [ACK] Seq=518 Ack=213 Win=131840 Len=0 TSval=66574329 TSecr=3689109582"
"59","4.719669","192.168.0.107","31.13.84.51","TLSv1.3","130","Change Cipher Spec, Application Data"
"60","4.719854","192.168.0.107","31.13.84.51","TLSv1.3","158","Application Data"
"61","4.720205","192.168.0.107","31.13.84.51","TLSv1.3","377","Application Data"
"62","4.737580","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6295 Ack=8153 Win=64256 Len=0 TSval=2318535405 TSecr=66574310"
"63","4.760355","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6295 Ack=9501 Win=64256 Len=0 TSval=2318535427 TSecr=66574310"
"64","4.760359","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6295 Ack=10849 Win=63360 Len=0 TSval=2318535427 TSecr=66574310"
"65","4.760407","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6295 Ack=12455 Win=63360 Len=0 TSval=2318535427 TSecr=66574310"
"66","4.827931","31.13.84.51","192.168.0.107","TCP","66","443  >  50591 [ACK] Seq=213 Ack=582 Win=66816 Len=0 TSval=3689109692 TSecr=66574330"
"67","4.828256","31.13.84.51","192.168.0.107","TCP","66","443  >  50591 [ACK] Seq=213 Ack=674 Win=66816 Len=0 TSval=3689109692 TSecr=66574330"
"68","4.828359","31.13.84.51","192.168.0.107","TCP","66","443  >  50591 [ACK] Seq=213 Ack=985 Win=67840 Len=0 TSval=3689109692 TSecr=66574330"
"69","4.828364","31.13.84.51","192.168.0.107","TLSv1.3","223","Application Data"
"70","4.828477","192.168.0.107","31.13.84.51","TCP","66","50591  >  443 [ACK] Seq=985 Ack=370 Win=131712 Len=0 TSval=66574437 TSecr=3689109692"
"71","4.831359","31.13.84.51","192.168.0.107","TLSv1.3","146","Application Data"
"72","4.831367","31.13.84.51","192.168.0.107","TLSv1.3","110","Application Data"
"73","4.831538","192.168.0.107","31.13.84.51","TCP","66","50591  >  443 [ACK] Seq=985 Ack=450 Win=131648 Len=0 TSval=66574440 TSecr=3689109692"
"74","4.831539","192.168.0.107","31.13.84.51","TCP","66","50591  >  443 [ACK] Seq=985 Ack=494 Win=131584 Len=0 TSval=66574440 TSecr=3689109693"
"75","4.832211","52.114.77.164","192.168.0.107","TLSv1.2","492","Application Data"
"76","4.832330","192.168.0.107","31.13.84.51","TLSv1.3","97","Application Data"
"77","4.832331","192.168.0.107","52.114.77.164","TCP","66","50590  >  443 [ACK] Seq=12455 Ack=6721 Win=130624 Len=0 TSval=66574440 TSecr=2318535500"
"78","4.899511","31.13.84.51","192.168.0.107","TLSv1.3","1354","Application Data"
"79","4.899586","192.168.0.107","31.13.84.51","TCP","66","50591  >  443 [ACK] Seq=1016 Ack=1782 Win=130304 Len=0 TSval=66574507 TSecr=3689109763"
"80","4.915544","31.13.84.51","192.168.0.107","TCP","66","443  >  50591 [ACK] Seq=1782 Ack=1016 Win=67840 Len=0 TSval=3689109777 TSecr=66574440"
"81","5.092740","31.13.84.51","192.168.0.107","TLSv1.2","101","Application Data"
"82","5.092846","192.168.0.107","31.13.84.51","TCP","66","50379  >  443 [ACK] Seq=1012 Ack=102 Win=2047 Len=0 TSval=66574700 TSecr=2221735150"
"83","5.842060","192.168.0.107","52.114.77.164","TLSv1.2","868","Application Data"
"84","5.842753","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=13257 Ack=6721 Win=131072 Len=1348 TSval=66575448 TSecr=2318535500 [TCP segment of a reassembled PDU]"
"85","5.842753","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=14605 Ack=6721 Win=131072 Len=1348 TSval=66575448 TSecr=2318535500 [TCP segment of a reassembled PDU]"
"86","5.842754","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=15953 Ack=6721 Win=131072 Len=1348 TSval=66575448 TSecr=2318535500 [TCP segment of a reassembled PDU]"
"87","5.842755","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=17301 Ack=6721 Win=131072 Len=1348 TSval=66575448 TSecr=2318535500 [TCP segment of a reassembled PDU]"
"88","5.842755","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=18649 Ack=6721 Win=131072 Len=1348 TSval=66575448 TSecr=2318535500 [TCP segment of a reassembled PDU]"
"89","5.842756","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=19997 Ack=6721 Win=131072 Len=1348 TSval=66575448 TSecr=2318535500 [TCP segment of a reassembled PDU]"
"90","5.842756","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=21345 Ack=6721 Win=131072 Len=1348 TSval=66575448 TSecr=2318535500 [TCP segment of a reassembled PDU]"
"91","5.875154","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6721 Ack=13257 Win=64256 Len=0 TSval=2318536535 TSecr=66575448"
"92","5.875254","192.168.0.107","52.114.77.164","TCP","1414","50590  >  443 [ACK] Seq=22693 Ack=6721 Win=131072 Len=1348 TSval=66575480 TSecr=2318536535 [TCP segment of a reassembled PDU]"
"93","5.875255","192.168.0.107","52.114.77.164","TLSv1.2","324","Application Data"
"94","5.875490","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6721 Ack=17301 Win=62336 Len=0 TSval=2318536535 TSecr=66575448"
"95","5.875492","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6721 Ack=19997 Win=63360 Len=0 TSval=2318536535 TSecr=66575448"
"96","5.876587","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6721 Ack=21345 Win=63232 Len=0 TSval=2318536535 TSecr=66575448"
"97","5.876957","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6721 Ack=22693 Win=64256 Len=0 TSval=2318536536 TSecr=66575448"
"98","5.893428","52.114.77.164","192.168.0.107","TCP","66","443  >  50590 [ACK] Seq=6721 Ack=24299 Win=63360 Len=0 TSval=2318536562 TSecr=66575480"
"99","5.908564","192.168.0.107","10.0.25.10","DNS","75","Standard query 0xef6d A us02web.zoom.us"
"100","5.908860","192.168.0.107","10.0.25.10","DNS","75","Standard query 0x69c9 A us02st1.zoom.us"
"101","5.909232","192.168.0.107","10.0.25.10","DNS","75","Standard query 0xfc92 A us02st3.zoom.us"
"102","5.920109","10.0.25.10","192.168.0.107","DNS","181","Standard query response 0x69c9 A us02st1.zoom.us CNAME dvbgjdmoemnwz.cloudfront.net A 13.32.145.78 A 13.32.145.116 A 13.32.145.7 A 13.32.145.75"
"103","5.927618","192.168.0.107","13.32.145.78","TCP","78","50592  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=66575530 TSecr=0 SACK_PERM=1"
"104","5.931390","192.168.0.107","10.0.25.10","DNS","75","Standard query 0x6548 A us02st2.zoom.us"
"105","5.938785","13.32.145.78","192.168.0.107","TCP","74","443  >  50592 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=4243332310 TSecr=66575530 WS=128"
"106","5.938864","192.168.0.107","13.32.145.78","TCP","66","50592  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=66575541 TSecr=4243332310"
"107","5.939139","192.168.0.107","13.32.145.78","TLSv1.3","583","Client Hello"
"108","5.964929","52.114.77.164","192.168.0.107","TLSv1.2","491","Application Data"
"109","5.965139","192.168.0.107","52.114.77.164","TCP","66","50590  >  443 [ACK] Seq=24299 Ack=7146 Win=130624 Len=0 TSval=66575566 TSecr=2318536634"
"110","5.985539","10.0.25.10","192.168.0.107","DNS","181","Standard query response 0xfc92 A us02st3.zoom.us CNAME dvbgjdmoemnwz.cloudfront.net A 13.32.145.75 A 13.32.145.7 A 13.32.145.78 A 13.32.145.116"
"111","5.986180","192.168.0.107","13.32.145.75","TCP","78","50593  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=66575587 TSecr=0 SACK_PERM=1"
"112","5.986777","192.168.0.107","10.0.25.10","DNS","75","Standard query 0x2606 A www.gstatic.com"
"113","5.989633","192.168.0.107","13.32.145.78","TCP","583","[TCP Retransmission] 50592  >  443 [PSH, ACK] Seq=1 Ack=1 Win=132096 Len=517 TSval=66575590 TSecr=4243332310"
"114","5.993910","10.0.25.10","192.168.0.107","DNS","91","Standard query response 0xef6d A us02web.zoom.us A 3.235.73.95"
"115","5.994329","192.168.0.107","3.235.73.95","TCP","78","50594  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=66575594 TSecr=0 SACK_PERM=1"
"116","5.997027","192.168.0.107","10.0.25.10","DNS","77","Standard query 0x9b67 A fonts.gstatic.com"
"117","6.003851","13.32.145.78","192.168.0.107","TCP","66","443  >  50592 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=4243332409 TSecr=66575541"
"118","6.007939","10.0.25.10","192.168.0.107","DNS","181","Standard query response 0x6548 A us02st2.zoom.us CNAME dvbgjdmoemnwz.cloudfront.net A 13.32.145.78 A 13.32.145.116 A 13.32.145.75 A 13.32.145.7"
"119","6.008510","13.32.145.75","192.168.0.107","TCP","74","443  >  50593 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=2566555139 TSecr=66575587 WS=128"
"120","6.008513","13.32.145.78","192.168.0.107","TCP","78","[TCP Dup ACK 117#1] 443  >  50592 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=4243332423 TSecr=66575590 SLE=1 SRE=518"
"121","6.008588","192.168.0.107","13.32.145.75","TCP","66","50593  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=66575607 TSecr=2566555139"
"122","6.008783","10.0.25.10","192.168.0.107","DNS","91","Standard query response 0x2606 A www.gstatic.com A 216.58.212.163"
"123","6.008849","192.168.0.107","13.32.145.78","TCP","78","50595  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=66575607 TSecr=0 SACK_PERM=1"
"124","6.009014","10.0.25.10","192.168.0.107","DNS","129","Standard query response 0x9b67 A fonts.gstatic.com CNAME gstaticadssl.l.google.com A 216.58.212.131"
"125","6.009085","192.168.0.107","13.32.145.75","TLSv1.3","583","Client Hello"
"126","6.009448","3.235.73.95","192.168.0.107","TCP","74","443  >  50594 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=2174456082 TSecr=66575594 WS=128"
"127","6.009535","192.168.0.107","3.235.73.95","TCP","66","50594  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=66575607 TSecr=2174456082"
"128","6.009959","192.168.0.107","3.235.73.95","TLSv1.2","583","Client Hello"
"129","6.012632","192.168.0.107","216.58.212.131","QUIC","1392","Initial, DCID=61e05a1e12154ea2"
"130","6.022097","192.168.0.107","216.58.212.163","UDP","1392","59404  >  443 Len=1350"
"131","6.043032","13.32.145.78","192.168.0.107","TCP","74","443  >  50595 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=4243332438 TSecr=66575607 WS=128"
"132","6.043128","192.168.0.107","13.32.145.78","TCP","66","50595  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=66575640 TSecr=4243332438"
"133","6.043465","192.168.0.107","13.32.145.78","TLSv1.3","583","Client Hello"
"134","6.067984","13.32.145.78","192.168.0.107","TLSv1.3","1354","Server Hello, Change Cipher Spec, Application Data"
"135","6.069511","13.32.145.78","192.168.0.107","TCP","1354","443  >  50592 [ACK] Seq=1289 Ack=518 Win=64512 Len=1288 TSval=4243332486 TSecr=66575590 [TCP segment of a reassembled PDU]"
"136","6.069599","192.168.0.107","13.32.145.78","TCP","66","50592  >  443 [ACK] Seq=518 Ack=2577 Win=129728 Len=0 TSval=66575665 TSecr=4243332486"
"137","6.071768","192.168.0.107","3.235.73.95","TCP","583","[TCP Retransmission] 50594  >  443 [PSH, ACK] Seq=1 Ack=1 Win=132096 Len=517 TSval=66575667 TSecr=2174456082"
"138","6.085894","13.32.145.78","192.168.0.107","TCP","1354","443  >  50592 [ACK] Seq=2577 Ack=518 Win=64512 Len=1288 TSval=4243332486 TSecr=66575590 [TCP segment of a reassembled PDU]"
"139","6.092016","13.32.145.78","192.168.0.107","TCP","366","443  >  50592 [PSH, ACK] Seq=3865 Ack=518 Win=64512 Len=300 TSval=4243332486 TSecr=66575590 [TCP segment of a reassembled PDU]"
"140","6.092128","192.168.0.107","13.32.145.78","TCP","66","50592  >  443 [ACK] Seq=518 Ack=4165 Win=130752 Len=0 TSval=66575687 TSecr=4243332486"
"141","6.096075","13.32.145.78","192.168.0.107","TLSv1.3","771","Application Data, Application Data, Application Data"
"142","6.096175","192.168.0.107","13.32.145.78","TCP","66","50592  >  443 [ACK] Seq=518 Ack=4870 Win=130304 Len=0 TSval=66575691 TSecr=4243332488"
"143","6.102462","192.168.0.107","13.32.145.75","TCP","583","[TCP Retransmission] 50593  >  443 [PSH, ACK] Seq=1 Ack=1 Win=132096 Len=517 TSval=66575697 TSecr=2566555139"
"144","6.105801","192.168.0.107","13.32.145.78","TLSv1.3","130","Change Cipher Spec, Application Data"
"145","6.110098","3.235.73.95","192.168.0.107","TCP","66","443  >  50594 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2174456152 TSecr=66575608"
"146","6.110337","13.32.145.75","192.168.0.107","TCP","66","443  >  50593 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=2566555262 TSecr=66575607"
"147","6.110341","3.235.73.95","192.168.0.107","TCP","78","[TCP Dup ACK 145#1] 443  >  50594 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2174456158 TSecr=66575667 SLE=1 SRE=518"
"148","6.110963","216.58.212.131","192.168.0.107","QUIC","1392","Initial, SCID=61e05a1e12154ea2"
"149","6.128047","13.32.145.78","192.168.0.107","TCP","66","443  >  50595 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=4243332516 TSecr=66575640"
"150","6.128391","216.58.212.131","192.168.0.107","QUIC","1392","Initial, SCID=61e05a1e12154ea2"
"151","6.129809","192.168.0.107","216.58.212.131","QUIC","1392","Initial, DCID=61e05a1e12154ea2"
"152","6.139059","216.58.212.131","192.168.0.107","QUIC","287","Handshake, SCID=61e05a1e12154ea2"
"153","6.140665","192.168.0.107","216.58.212.131","QUIC","83","Handshake, DCID=61e05a1e12154ea2"
"154","6.149185","216.58.212.131","192.168.0.107","QUIC","103","Protected Payload (KP0)"
"155","6.149688","216.58.212.163","192.168.0.107","UDP","1392","443  >  59404 Len=1350"
"156","6.150494","192.168.0.107","216.58.212.163","UDP","75","59404  >  443 Len=33"
"157","6.152484","192.168.0.107","216.58.212.131","QUIC","115","Handshake, DCID=61e05a1e12154ea2"
"158","6.152621","192.168.0.107","216.58.212.131","QUIC","114","Protected Payload (KP0), DCID=61e05a1e12154ea2"
"159","6.154391","13.32.145.75","192.168.0.107","TCP","78","[TCP Dup ACK 146#1] 443  >  50593 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=2566555301 TSecr=66575697 SLE=1 SRE=518"
"160","6.154396","13.32.145.78","192.168.0.107","TCP","66","443  >  50592 [ACK] Seq=4870 Ack=582 Win=64512 Len=0 TSval=4243332536 TSecr=66575700"
"161","6.155088","13.32.145.75","192.168.0.107","TLSv1.3","1354","Server Hello, Change Cipher Spec, Application Data"
"162","6.173716","13.32.145.75","192.168.0.107","TCP","166","443  >  50593 [PSH, ACK] Seq=1289 Ack=518 Win=64512 Len=100 TSval=2566555336 TSecr=66575697 [TCP segment of a reassembled PDU]"
"163","6.173829","192.168.0.107","13.32.145.75","TCP","66","50593  >  443 [ACK] Seq=518 Ack=1389 Win=130944 Len=0 TSval=66575766 TSecr=2566555336"
"164","6.173965","13.32.145.75","192.168.0.107","TCP","1354","443  >  50593 [ACK] Seq=1389 Ack=518 Win=64512 Len=1288 TSval=2566555337 TSecr=66575697 [TCP segment of a reassembled PDU]"
"165","6.178140","192.168.0.107","216.58.212.131","QUIC","75","Protected Payload (KP0), DCID=61e05a1e12154ea2"
"166","6.183571","13.32.145.75","192.168.0.107","TCP","166","443  >  50593 [PSH, ACK] Seq=2677 Ack=518 Win=64512 Len=100 TSval=2566555337 TSecr=66575697 [TCP segment of a reassembled PDU]"
"167","6.183683","192.168.0.107","13.32.145.75","TCP","66","50593  >  443 [ACK] Seq=518 Ack=2777 Win=130944 Len=0 TSval=66575775 TSecr=2566555337"
"168","6.186207","13.32.145.75","192.168.0.107","TCP","1354","443  >  50593 [ACK] Seq=2777 Ack=518 Win=64512 Len=1288 TSval=2566555337 TSecr=66575697 [TCP segment of a reassembled PDU]"
"169","6.201692","13.32.145.75","192.168.0.107","TCP","166","443  >  50593 [PSH, ACK] Seq=4065 Ack=518 Win=64512 Len=100 TSval=2566555337 TSecr=66575697 [TCP segment of a reassembled PDU]"
"170","6.201698","13.32.145.75","192.168.0.107","TLSv1.3","771","Application Data, Application Data, Application Data"
"171","6.201821","192.168.0.107","13.32.145.75","TCP","66","50593  >  443 [ACK] Seq=518 Ack=4165 Win=130944 Len=0 TSval=66575791 TSecr=2566555337"
"172","6.201876","192.168.0.107","13.32.145.75","TCP","66","50593  >  443 [ACK] Seq=518 Ack=4870 Win=130240 Len=0 TSval=66575791 TSecr=2566555339"
"173","6.214807","192.168.0.107","13.32.145.75","TLSv1.3","130","Change Cipher Spec, Application Data"
"174","6.214980","13.32.145.78","192.168.0.107","TLSv1.3","128","Application Data"
"175","6.215098","192.168.0.107","13.32.145.78","TCP","66","50592  >  443 [ACK] Seq=582 Ack=4932 Win=131008 Len=0 TSval=66575803 TSecr=4243332593"
"176","6.219005","13.32.145.78","192.168.0.107","TLSv1.3","1354","Server Hello, Change Cipher Spec, Application Data"
"177","6.230626","13.32.145.78","192.168.0.107","TCP","1354","443  >  50595 [ACK] Seq=1289 Ack=518 Win=64512 Len=1288 TSval=4243332594 TSecr=66575640 [TCP segment of a reassembled PDU]"
"178","6.230727","192.168.0.107","13.32.145.78","TCP","66","50595  >  443 [ACK] Seq=518 Ack=2577 Win=129728 Len=0 TSval=66575818 TSecr=4243332594"
"179","6.244769","13.32.145.78","192.168.0.107","TCP","1354","443  >  50595 [ACK] Seq=2577 Ack=518 Win=64512 Len=1288 TSval=4243332594 TSecr=66575640 [TCP segment of a reassembled PDU]"
"180","6.257361","13.32.145.78","192.168.0.107","TCP","366","443  >  50595 [PSH, ACK] Seq=3865 Ack=518 Win=64512 Len=300 TSval=4243332594 TSecr=66575640 [TCP segment of a reassembled PDU]"
