"No.","Time","Source","Destination","Protocol","Length","Info"
"1070","6.857896","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1071","6.857902","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1072","6.858177","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1073","6.858240","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1074","6.869846","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1075","6.870813","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1076","6.871630","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1077","6.872013","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1078","6.877938","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1079","6.879659","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1080","6.890901","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1081","6.890902","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1082","6.893771","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1083","6.894019","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1084","6.900074","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1085","6.900942","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1086","6.911842","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1087","6.911949","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1088","6.912001","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1089","6.912127","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1090","6.920218","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1091","6.922196","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1092","6.922581","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1093","6.930886","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1094","6.930893","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1095","6.941360","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1096","6.941437","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1097","6.949529","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1098","6.949979","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1099","6.950006","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1100","6.955491","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1101","6.955498","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1102","6.955928","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1103","6.966240","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1104","6.967274","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1105","6.967751","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1106","6.978202","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1107","6.978210","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1108","6.978317","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1109","6.978390","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1110","6.980342","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1111","6.980348","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1112","6.990616","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1113","6.990623","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1114","6.991078","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1115","7.000637","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1116","7.001038","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1117","7.002600","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1118","7.015651","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1119","7.015722","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1120","7.026445","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1121","7.029728","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1122","7.030697","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1123","7.031184","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1124","7.031587","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1125","7.031931","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1126","7.037481","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1127","7.037487","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1128","7.044296","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1129","7.044304","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1130","7.044713","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1131","7.049138","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1132","7.049151","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1133","7.060552","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1134","7.060623","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1135","7.062758","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1136","7.062765","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1137","7.063155","54.187.107.148","192.168.0.100","UDP","118","8801  >  54601 Len=76"
"1138","7.074400","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1139","7.074423","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1140","7.074778","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1141","7.081307","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1142","7.081380","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1143","7.081718","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1144","7.093019","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1145","7.093093","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1146","7.105464","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1147","7.117022","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1148","7.126031","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1149","7.126390","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1150","7.126692","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1151","7.126727","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1152","7.127600","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1153","7.128168","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1154","7.129934","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1155","7.129940","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1156","7.130377","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1157","7.131947","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1158","7.131952","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1159","7.132371","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1160","7.140425","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1161","7.140431","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1162","7.151226","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1163","7.151296","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1164","7.155522","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1165","7.155528","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1166","7.155968","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1167","7.155969","192.168.0.100","54.187.107.148","UDP","122","54601  >  8801 Len=80"
"1168","7.165224","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1169","7.165632","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1170","7.166129","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1171","7.177055","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1172","7.177129","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1173","7.181075","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1174","7.187893","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1175","7.188289","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1176","7.188745","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1177","7.194739","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1178","7.195006","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1179","7.195086","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1180","7.196704","192.168.0.100","172.217.23.106","TCP","54","52016  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"1181","7.201335","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1182","7.201602","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1183","7.201706","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1184","7.213157","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1185","7.215051","172.217.23.106","192.168.0.100","TCP","66","[TCP ACKed unseen segment] 443  >  52016 [ACK] Seq=1 Ack=2 Win=502 Len=0 TSval=3270324382 TSecr=330795744"
"1186","7.215416","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1187","7.215784","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1188","7.221696","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1189","7.222013","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1190","7.222137","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1191","7.231912","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1192","7.232156","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1193","7.232501","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1194","7.245310","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1195","7.245378","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1196","7.248763","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1197","7.249061","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1198","7.258487","54.187.107.148","192.168.0.100","TLSv1.2","145","Application Data"
"1199","7.258575","192.168.0.100","54.187.107.148","TCP","66","52035  >  443 [ACK] Seq=48020 Ack=12688 Win=130944 Len=0 TSval=330885858 TSecr=455877424"
"1200","7.258742","192.168.0.100","54.187.107.148","TLSv1.2","116","Application Data"
"1201","7.258865","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1202","7.266866","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1203","7.266875","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1204","7.267292","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1205","7.275278","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1206","7.275284","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1207","7.275612","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1208","7.277232","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1209","7.277480","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1210","7.282634","54.187.107.148","192.168.0.100","TCP","66","443  >  52035 [ACK] Seq=12688 Ack=48070 Win=72064 Len=0 TSval=455877447 TSecr=330885858"
"1211","7.287855","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1212","7.287931","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1213","7.289343","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1214","7.289746","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1215","7.298984","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1216","7.299391","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1217","7.299477","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1218","7.307821","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1219","7.308230","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1220","7.314516","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1221","7.314939","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1222","7.325148","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1223","7.325346","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1224","7.327562","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1225","7.338710","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1226","7.338852","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1227","7.338886","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1228","7.349322","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1229","7.349404","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1230","7.361751","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1231","7.368660","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1232","7.368857","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1233","7.374564","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1234","7.374893","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1235","7.374993","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1236","7.375142","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1237","7.385523","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1238","7.385895","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1239","7.385926","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1240","7.393832","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1241","7.394217","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1242","7.397899","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1243","7.397904","54.187.107.148","192.168.0.100","UDP","119","8801  >  54601 Len=77"
"1244","7.408130","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1245","7.408138","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1246","7.408345","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1247","7.409584","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1248","7.409974","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1249","7.420446","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1250","7.420514","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1251","7.428167","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1252","7.428575","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1253","7.430323","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1254","7.430331","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1255","7.434910","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1256","7.443459","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1257","7.443847","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1258","7.447286","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1259","7.459146","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1260","7.459219","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1261","7.465928","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1262","7.466222","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1263","7.466406","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1264","7.466406","192.168.0.100","54.187.107.148","UDP","122","54601  >  8801 Len=80"
"1265","7.470377","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1266","7.470653","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1267","7.476783","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1268","7.476791","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1269","7.477320","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1270","7.477324","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1271","7.477395","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1272","7.489708","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1273","7.489709","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1274","7.489866","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1275","7.490719","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1276","7.497447","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1277","7.497453","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1278","7.509500","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1279","7.509574","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1280","7.511589","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1281","7.511595","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1282","7.523679","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1283","7.532210","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1284","7.532399","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1285","7.532604","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1286","7.545301","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1287","7.545372","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1288","7.556798","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1289","7.560578","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1290","7.561017","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1291","7.563217","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1292","7.563223","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1293","7.563666","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1294","7.568477","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1295","7.568987","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1296","7.569369","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1297","7.571121","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1298","7.575069","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1299","7.575361","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1300","7.575428","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1301","7.580604","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1302","7.580611","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1303","7.586503","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1304","7.586509","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1305","7.586955","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1306","7.586956","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1307","7.597712","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1308","7.610517","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1309","7.613425","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1310","7.613432","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1311","7.613840","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1312","7.617401","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1313","7.617707","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1314","7.623167","192.168.0.100","172.217.22.35","TCP","54","52018  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"1315","7.626640","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1316","7.626646","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1317","7.627078","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1318","7.636893","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1319","7.636899","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1320","7.637230","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1321","7.642927","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1322","7.642933","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1323","7.643373","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1324","7.648606","172.217.22.35","192.168.0.100","TCP","66","[TCP ACKed unseen segment] 443  >  52018 [ACK] Seq=1 Ack=2 Win=502 Len=0 TSval=4062005239 TSecr=330796168"
"1325","7.652917","192.168.0.100","216.58.205.238","UDP","75","57395  >  443 Len=33"
"1326","7.653569","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1327","7.662196","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1328","7.662609","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1329","7.663881","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1330","7.663887","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1331","7.664605","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1332","7.669637","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1333","7.669646","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1334","7.680191","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1335","7.682645","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1336","7.687313","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1337","7.688426","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1338","7.688491","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1339","7.688492","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1340","7.688739","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1341","7.694387","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1342","7.694838","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1343","7.695470","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1344","7.697044","54.187.107.148","192.168.0.100","UDP","119","8801  >  54601 Len=77"
"1345","7.698051","192.168.0.100","31.13.84.51","TLSv1.2","192","Application Data"
"1346","7.709182","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1347","7.709241","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1348","7.713006","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1349","7.713333","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1350","7.716452","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1351","7.716769","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1352","7.725290","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1353","7.725517","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1354","7.725570","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1355","7.725628","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1356","7.736378","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1357","7.747792","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1358","7.747819","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1359","7.747820","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1360","7.751476","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
"1361","7.751666","192.168.0.100","54.187.107.148","UDP","1078","54601  >  8801 Len=1036"
"1362","7.755048","54.187.107.148","192.168.0.100","UDP","1078","8801  >  54601 Len=1036"
